S1 EP01 IN
S1 EP01：こっちだ　早く　|　在这边 快点
S1 EP07：亀のごとく身を縮め　眺めていろと言うのか　|　像缩头乌龟一样袖手旁观吗
S1 EP07：私は行く　|　我要去
S1 EP07：私は…　|　我…
S1 EP07：私は鳥竜との戦いでだけは逃げたことがない　|　我唯有与鸟龙的战斗从未逃跑过
S1 EP07：ここで私が行かなければ　何もなくなってしまう　|　要是我此时不去 就什么都不剩了
S1 EP07：誰一人　連中に食い荒らさせはしない　|　我不会让任何一人被他们吃掉
S1 EP07：心意気だけは立派だがな　|　你的精神挺令人钦佩的
S1 EP07：兵は１人も出させねえ　|　但我一个士兵也不会出动
S1 EP07：あんたの兵もだ　|　包括你的士兵
S1 EP07：自分に酔った無駄死にには付き合わせねえ　|　我不会让他们陪你自我陶醉然后白白送死
S1 EP07：いいだろう　|　这样也好
S1 EP07：兵は不要だ　|　不需要士兵
S1 EP07：私１人が出る　|　我一个人出击
S1 EP07：クソ　|　可恶
S1 EP07：おっさんの判断も　ある意味じゃ正しい　|　大叔的判断从某种意义上说也是正确的
S1 EP07：リチアの奇襲…　|　利奇亚的奇袭…
S1 EP07：黄都が応戦しなけりゃ　市民から非難される　|　要是黄都不应战 肯定会被市民谴责
S1 EP07：だが…　|　但是…
S1 EP07：それも勝てればの話だ　|　前提是能赢
S1 EP07：メイジ市の連中と　ついでにハルゲントのおっさんを守る　|　我会保护好梅吉市民和哈鲁甘特大叔
S1 EP07：緊急７番のラヂオをつなげ　|　帮我接紧急七号通信
S1 EP07：緊急の７番？　|　紧急七号？
S1 EP07：どなたに対する通話ですか　|　是要找哪位呢
S1 EP07：いいから　さっさと仕事をしろ　|　别问了 快点干活
S1 EP07：はい　|　是
S1 EP07：起きているな　|　你醒着吧
S1 EP07：出撃だ　濫回凌轢　|　要出击了 滥回凌轹
S1 EP07：第六将の障害になる敵を殲滅しろ　|　歼灭挡在第六将面前的敌人
S1 EP07：リチアの鳥竜を片っ端から撃って落とせ　|　把利奇亚的鸟龙全打下来
S1 EP07：指示があるまで　人族の敵兵には極力手を出すな　|　在接到指示前 尽量不要对人族敌兵出手
S1 EP07：いいのかい　|　这样好吗
S1 EP07：君たちはずっと私を出し渋っていたじゃないか　|　你们不是一直不让我出手吗
S1 EP07：状況が変わったんだよ　|　情况有变
S1 EP07：柳の剣のソウジロウがやられて　|　柳之剑宗次朗被干掉
S1 EP07：暗殺作戦が成功する保証はなくなった　|　现已无法保证暗杀作战能成功
S1 EP07：もしもクゼの仕事が失敗に終わったら…　|　如果库瑟的任务失败…
S1 EP07：お前が　リチアを滅ぼせ　|　就由你 摧毁利奇亚
S1 EP07：いいよ　そのくらい簡単だ　|　行啊 这种事轻而易举
S1 EP07：もしも戦争に勝ったら　私の願いは聞いてくれるよね　|　如果战争打赢了 你会实现我的愿望吧
S1 EP07：人族と同等の権利の保証と　黄都の正式な市民権　|　保障你有和人族同等的权利 以及黄都的正式市民权
S1 EP07：どこからも文句の出ない認可を　俺がもらってきてやる　|　我会帮你拿到无可非议的许可
S1 EP07：好きに暮らせ　|　你可以随心所欲地生活
S1 EP07：学園の籍もだ　|　还有学校的学籍
S1 EP07：作戦が成功したらな　|　前提是作战成功
S1 EP07：あのバケモノを　我々が使ってもよかったのですか　|　那个怪物 我们真的能用吗
S1 EP07：ヤツは兵器だからな　|　毕竟那家伙是兵器
S1 EP07：俺がさっき取引したとおりだ　|　正如我刚才做的交易
S1 EP07：あいつは人間に戻りたいらしい　|　她想变回人类
S1 EP07：かつて　ただ１体で黄都の方面軍を壊滅させた怪物だと聞きましたが　|　听说她是曾独自一人歼灭黄都方面军的怪物
S1 EP07：俺が正しいかどうかは　すぐに分かるさ　|　我的判断是否正确 马上就知道了
S1 EP07：濫回凌轢　|　滥回凌轹
S1 EP07：ヒドウ閣下からの出撃命令は受けているな　|　你已收到西多勿阁下的出击命令了吧
S1 EP07：たった今　聞いたよ　|　刚刚收到了
S1 EP07：鍵を開けてくれるよね　|　能打开锁了吧
S1 EP07：君も私が裏切るって思ってる　|　你也觉得我会背叛吗
S1 EP07：私が人間じゃないから　信じられない？　|　因为我不是人类 所以不相信我？
S1 EP07：また戦うんだね　|　又要战斗了
S1 EP07：ヘルネテン　|　赫鲁涅腾
S1 EP07：だけど　それでこそ私たちだよ　|　但是 这才是我们啊
S1 EP07：どうしたの　|　怎么了
S1 EP07：いや　|　没什么
S1 EP07：久しぶりの…私の体　|　久违了…我的身体
S1 EP07：体が軽い　|　身体好轻
S1 EP07：自由…自由だ　|　自由…是自由啊
S1 EP07：自由はいいなあ　|　自由真好啊
S1 EP07：#交战开始
S1 EP07：#黄都领土·梅吉市近郊
S1 EP07：#黄都兵：以人类为主体编成的部队。经过一定的训练，基本装备上，前卫主要持长剑或短剑，后卫主要持弓或步枪。作为侦察兵的各部队大多配备有骑马队。
S1 EP07：#梅吉市
S1 EP07：#黄都军别动队·野战阵地
S1 EP07：#蜘兽 埋葬的赫鲁涅腾
S1 EP07：#新魔王战争
S1 EP07 OUT

S1 EP08 IN
S1 EP08：本物の魔王は死んだ　|　真正的魔王已经死了
S1 EP08：世界の敵を何者かが倒した　|　世界之敌被某人打倒了
S1 EP08：だが今もなお　残された力が数多くうごめいている　|　但现在 残留的多方势力仍蠢蠢欲动
S1 EP08：尋常の力では討伐も能わぬ　修羅のごとき百鬼魔人が　|　寻常力量无法讨伐 如同修罗的妖魔鬼怪
S1 EP08：世界最大の都市　黄都が勇者の選定を進める中　|　世界最大的都市 黄都推进勇者选拔之时
S1 EP08：リチア新公国を率いる警めのタレンは　|　统率利奇亚新公国的警戒塔莲
S1 EP08：新たな秩序　恐怖による統治を求めていた　|　寻求着新秩序 恐怖统治
S1 EP08：別にここは　囚人用の施設とかじゃない　|　这里并不是关押人的地方
S1 EP08：なんなら　逃げ出そうとしたっていいぜ　|　你要逃跑也行
S1 EP08：尋問するつもりもない　|　我也没打算审问你
S1 EP08：あんたがただの一般人だってことは　もう調べ上げてる　|　你只是个普通人 这点我们已经查清楚了
S1 EP08：だったら　なぜ私を…　|　那为什么把我…
S1 EP08：しょうがねえだろ　|　这也没办法吧
S1 EP08：あの根獣は馬を操れねえんだから　|　那个根兽无法操纵马
S1 EP08：私はただ　そんなことだけのために　|　就因为这个吗
S1 EP08：来てもらって悪いが　|　抱歉强迫你过来
S1 EP08：俺のほうも重要なお客さんを捕まえたばかりでさ　|　但我也刚抓到一位贵客
S1 EP08：あんたにそこまで手をかけてられなくてね　|　没那么多时间花在你身上
S1 EP08：まっ　楽にしていてくれ　|　你可以不用太紧张
S1 EP08：名前は鵲のダカイ　|　那个人叫喜鹊达凯
S1 EP08：青い魔剣を持つ剣士だ　|　是带着蓝色魔剑的剑士
S1 EP08：その剣…　|　那把剑…
S1 EP08：剣士…　|　剑士…
S1 EP08：あなたが鵲のダカイね　|　你就是喜鹊达凯吧
S1 EP08：おっと　俺もついに女の子のファンがついたかな　|　我终于也有女粉了吗
S1 EP08：剣士じゃないって何回言っても　信じてくれるヤツがいない…　|　说了多少遍我不是剑士 就是没有人信…
S1 EP08：私…　|　我…
S1 EP08：私は遠い鉤爪のユノ　|　我是远方钩爪悠诺
S1 EP08：ナガン迷宮都市のユノよ　|　纳甘迷宫都市的悠诺
S1 EP08：ナガン？　|　纳甘？
S1 EP08：ああ　あそこか　|　啊 是那里啊
S1 EP08：あなたがナガンの迷宮を解いたから　|　都是因为你破解了迷宫
S1 EP08：だからあれが動き出したのよ　|　那东西才被激活的
S1 EP08：みんな　あなたのせいで　|　所有人 都是因为你
S1 EP08：いやいや　その言いぐさは変だろ　|　不不不 这个说法很奇怪吧
S1 EP08：そもそも　あんたらナガンの学者やら探索士やらだって　|　你们纳甘的学者和探险者们
S1 EP08：大迷宮の解明が目的だったんだろ　|　目标也是破解大迷宫吧
S1 EP08：だったら遅かれ早かれ　あの街は壊滅してたさ　|　所以说那个城市迟早都要毁灭的
S1 EP08：最深部に到達したら　迷宮機魔が動きだすなんて予想できてたヤツが　|　一旦到达最深处 迷宫机魔就会启动
S1 EP08：誰か１人でもいたか　|　这有人预想到吗
S1 EP08：だからって　|　就算如此
S1 EP08：自分の街が滅ぼされて　|　在自己的城市毁灭后
S1 EP08：友達が…　|　朋友…
S1 EP08：家族が死んでも平気でいろって　|　家人都死了也要坦然接受吗
S1 EP08：その上　戦争まで引き起こすなんて　|　而你还要引发战争
S1 EP08：そこも勘違いしてるな　|　这一点你也误会了
S1 EP08：俺は戦争なんてしたくないよ　|　我并不想开启战争
S1 EP08：だったら　|　那你
S1 EP08：でもまあ　戦争が好きも嫌いも　個人の自由だ　|　不过呢 喜欢战争还是讨厌战争 都是个人的自由
S1 EP08：興味ないね　|　我不感兴趣
S1 EP08：みんな　同じだ　|　他们都是一样的
S1 EP08：ダカイもソウジロウも　|　达凯也是宗次朗也是
S1 EP08：彼らは強者だから　|　他们都是强者
S1 EP08：踏みにじられる者のことなんてまるで考えない　|　所以不会考虑被践踏者的感受
S1 EP08：私は…　|　我…
S1 EP08：私は絶対あなたに復讐するわ　|　我一定会向你复仇
S1 EP08：身勝手でも　間違ってても　|　就算是自私的是错的
S1 EP08：私の苦しみを思い知らせてやる　|　我也要让你感受我的痛苦
S1 EP08：いいよ　ユノ　|　行啊 悠诺
S1 EP08：そこまで気持ちが強いならさ　|　你的感情这么强烈的话
S1 EP08：今　やれ　|　现在动手吧
S1 EP08：その　袖の内側の鏃でも飛ばすか　|　射出你袖子里藏着的箭矢吧
S1 EP08：試してみていいぜ　|　可以试试看哦
S1 EP08：俺の指先より速いかどうか　|　会不会比我的指尖更快
S1 EP08：そうそう　復讐なんてそんなもんだ　|　对对 复仇就是这样的
S1 EP08：その程度の気持ちに命を懸けるなんて　|　把命拼在这种程度的感情上
S1 EP08：バカみたいだろ　|　挺白痴的吧
S1 EP08：故郷も家族も　|　故乡和家人
S1 EP08：新しいのを見つければいいんじゃないか　|　再找新的不就好了
S1 EP08：安心しなよ　|　安心吧
S1 EP08：外のほうが落ち着いたら　俺が釈放してやる　|　等外面风平浪静了 我就放了你
S1 EP08：その根性に免じてさ　|　看在你这骨气的份上
S1 EP08：リュセルス…　|　琉赛露丝…
S1 EP08：随分　数が多いな　|　人真多啊
S1 EP08：祭りでも始めるのか　|　要过什么节了吗
S1 EP08：そうだな　|　是啊
S1 EP08：貴様にとってはそうかもしれん　|　对你来说可能确实是过节
