EP1 IN
EP1：よっ　鬼殺し　|　哟 杀鬼人
EP7 IN
EP7：まずいぞ　|　糟了
EP7：これじゃ20分もたない　全員窒息だ　|　这样下去二十分钟以内我们就会窒息
EP7：いや　ルパンは人殺しはしないはず　|　不对 鲁邦应该不会杀人
EP7：フォッグさん　塔の半地下部分の床の低さは　|　福克先生 塔的地下部分地面
EP7：堀の水面からどれくらい離れていますか　|　与护城河的水面相差多少
EP7：地下が地面より６フィート　|　地下离地上六英尺
EP7：堀の水面は４フィートくらい低いはず　|　应该比护城河水面低四英尺左右
EP7：なら最悪でも天井間際で止まる　|　那么最坏也会在天花板之前停下
EP7：しかしそんなに長時間水の中に　|　可我们要在水里待那么久
EP7：ルパンがどんな鍵でも開けられると宣言した時　|　鲁邦说自己什么锁都能打开时
EP7：僕は鍵を封じる戦略を取った　|　我选择了封上锁的策略
EP7：奴はさりげない一言で僕の思考を操った　|　他用不经意的一句话操纵了我的思维
EP7：俺たちに何をしろと　|　让我们做什么
EP7：地下室の壁を破壊してほしいとのことです　|　破坏地下室的墙壁
EP7：どうします　レイノルドさん　|　怎么办 雷诺
EP7：ファティマ　お前が行け　|　法蒂玛 你去
EP7：俺は計画通りに行く　|　我按计划行事
EP7：わかりました　行ってきます　|　我明白了 这就去
EP7：早くここまで来い　ルパン　|　快点来吧 鲁邦
EP7：フォッグ様　|　福克先生
EP7：天井の装飾におつかまりください　|　请抓住天花板上的装饰
EP7：皆さんも壁際に　|　大家也到墙边去
EP7：ほとんど見えんぞ　|　几乎看不见了
EP7：声をたどれ　あるいは水の…　|　顺着声音 或者顺着水…
EP7：音が弱まっている　|　声音减弱了
EP7：水が止まったのか　|　水流停下来了吗
EP7：なんだ　|　怎么了
EP7：ない　|　没了
EP7：フォッグさん　時計が壊れていなかったら　|　福克先生 表没坏的话
EP7：時間を教えていただけませんか　|　能告诉我现在的时间吗
EP7：11時30分です　|　11点30分
EP7：十一敗目　|　第十一败
EP7：しかし　金庫はどうやって…　|　可是 保险柜是怎么…
EP7：部屋は出入り不能ですし　|　房间无法出入
EP7：金庫は水に沈んでいたんですよ　|　保险柜也沉在水中
EP7：まだ完全に逃したわけではありません　|　应该还没完全跑掉
EP7：正面玄関の橋を塞いでいる限り　|　只要守住正门的桥
EP7：邸内からは脱出不可能です　|　他就不可能逃出宅邸
EP7：ともかく地上に出ましょう　|　总之 先回到地上吧
EP7：暖炉で温まらないと　|　得烤暖炉温暖一下
EP7：ガニマールさん　|　葛尼玛先生
EP7：手錠を貸していただけますか　|　可以借用一下手铐吗
EP7：どうぞ　|　请
EP7：何をする　|　你干什么
EP7：諸君　アルセーヌ・ルパン君を紹介しましょう　|　诸位 向你们介绍亚森·鲁邦
EP7：そりゃないだろ　|　这怎么可能
EP7：どうしてばれた　|　为什么暴露了
EP7：完璧だったの　|　明明很完美
EP7：橋を渡った時の足音が軽かった　|　过桥时的脚步声轻了
EP7：太った腹は偽物ということだ　|　表明大肚子是假的
EP7：だが　まずは金庫の話からだ　|　但还是先说保险柜的事
EP7：そうだ　金庫は一体どこに行ったんだ　|　对 保险柜到底去哪了
EP7：私が穿った穴からは持ち出されていませんでした　|　没有从我射穿的口子带出去
EP7：確かに　|　确实
EP7：あの通気口からか　|　是从那个通风口吗
EP7：しかし　あのダクトは大人が通れるものではないと　|　可是那个管道成年人是通不过的
EP7：そうです　それに鉄格子がはまっていました　|　对啊 而且还有铁格栅封住
EP7：だが　水圧で外れてしまった　|　但水压将其冲掉了
EP7：いくらファントムでもあのダクトを通ることはできまい　|　即使是魅影也无法通过那个管道
EP7：しかし　堀の水を落としたのは我々の護衛を攪乱するためだけではなかった　|　可是 将护城河水引入不只是为了扰乱我们的护卫
EP7：普通には通せない方法で地上と繋がるロープを落としたんだ　|　还通过这种方式引入了与地面相连的绳子
EP7：しかし　ロープで引き上げるには　|　但要用绳子拉上去的话
EP7：部屋の内部で手助けがいないと　|　需要在房间内有帮手
EP7：君はガニマールの髭を引っ張ったじゃないか　|　你不是扯了葛尼玛的胡子吗
EP7：そう　そこがルパンらしい戦略だったよ　|　对 这也是鲁邦风格的战略
EP7：僕の部屋に変装して現れたのは　|　在我房间里乔装现身的目的
EP7：君の変装が簡単に見破られる付け鼻や鬘程度の扮装だと思い込ませるためだった　|　是误导我们你只会假鼻子假发这种简单的伪装
EP7：さて　この場合どちらの勝利になるのかな　|　那么 这种情况算谁赢了呢
EP7：あんたは俺を抑え　|　你抓住了我
EP7：俺は　ダイヤを盗んだ　|　而我 偷走了钻石
EP7：僕の勝ちさ　|　当然是我赢了
EP7：君は金庫を盗んでもダイヤは得ていない　|　你偷走了保险柜却没有得到钻石
EP7：昼間フォッグ氏の小間使いがベイカー街に届けてくれたよ　|　福克先生的侍女白天就把它送到了贝克街
EP7：それじゃあ　ダイヤはベイカー街に？　|　那么钻石在贝克街？
EP7：いや　紳士としてそれはフェアではない　|　不 作为绅士这样并不公平
EP7：ルパンにダイヤと共に地下室に籠ると宣言したのだから　|　因为我对鲁邦说过会和钻石一起在地下室
EP7：じゃあ　ダイヤは一体どこに？　|　那钻石究竟在哪
EP7：君のコートの左ポケット　|　在你外套的左口袋里
EP7：なんだって　|　什么
EP7：ここに入れているのは刻みタバコ入れだ　|　我放在这里的是一个烟丝盒
EP7：ない　|　没了
EP7：土壇場までこんな手とは　|　绝境下居然出这招
EP7：ルパンがいない　|　鲁邦不见了
EP7：ルパンを捜せ　|　搜寻鲁邦
EP7：まだ邸内のどこかにいるはずだ　|　他应该还在宅邸的某处
EP7：アルセーヌ・ルパンってとフランスの大泥棒だそうですが　|　听说亚森·鲁邦是法国的大盗
EP7：日本にも鼠小僧に向崎甚内なんてのがおりまして　|　在日本也有鼠小僧和向崎甚内之类的盗贼
EP7：中でも一番有名なのが石川五右衛門って男でございます　|　其中最有名的当属石川五右卫门
EP7：この石川五右衛門　京都の伏見城でとっ捕まり　|　传说这位石川五右卫门 在京都伏见城被捕
EP7：釜茹での刑に処されたってすごい伝説がありまして　|　身受釜煎之刑而死
EP7：その話ばっかりされるもんだから子分たちは面白くない　|　到处在传这个故事让他的手下们甚感无趣
EP7：この世から釜を無くしてしまえと　|　于是决定让锅从世上消失
EP7：江戸中の釜を盗んでまわるって　迷惑なことをおっぱじめた　|　就开始在江户各地偷锅 给人们添了许多麻烦
EP7：さて　釜を盗られると一番困るのが釜でもって豆をうでる豆腐屋です　|　锅被偷走最受困扰的便是靠锅煮豆子的豆腐店
EP7：このままじゃ商売あがったりだと　|　这样下去生意都做不了了
EP7：ある豆腐屋の爺さんが知恵を絞りまして　|　某个豆腐店的老爷子绞尽脑汁
EP7：そこで考えついたことにゃ　|　想到了一个方法
EP7：煙幕とはな　|　居然用烟雾
EP7：あれだけ色々計画しといて　|　亏你做了那么多计划
EP7：仕方ないだろう　|　没办法啊
EP7：で　ダイヤは？　|　钻石呢
EP7：で　金庫は？　|　保险柜呢
EP7：結構重いぞ　|　还挺重的
EP7：最後から二番目の夜　|　倒数第二夜
EP7：そして純銀の金庫　|　还有纯银的保险柜
EP7：まさに人外の芸術…　|　确实是人类之外的艺术…
EP7：ここだ　津軽　|　在这里 津轻
EP7：泥棒をとっ捕まえようと知恵を絞った豆腐屋の爺さん　|　为了抓住盗贼而绞尽脑汁的老爷子
EP7：どでかい釜に身を隠して寝ずの番と相成りました　|　藏在巨大的锅里通宵守夜
EP7：ところが爺さん酒飲んでグーグー高いびき　|　然而他却喝了酒 大声打鼾
EP7：泥棒二人　爺さん入った釜を担いで　|　盗贼二人扛起装有老爷子的锅
EP7：エッサホイッサと運び出す　|　嘿咻嘿咻地搬走了
EP7：驚いた中の爺さん　|　被吓到的老爷子大喊
EP7：「婆さん　地震じゃ」と顔を出し　|　「老婆子 地震了」并探出头来
EP7：泥棒をびっくり仰天　|　盗贼大吃一惊
EP7：爺さんはあたりを見まわして　|　老爷子看了看四周
EP7：「しまった　家を盗まれた」　|　「糟了 家被偷了」
EP7：落とし話　「釜泥」という一席でございました　|　这便是落语「釜泥」的故事
EP7：忠告されたのに首を突っ込んでしまったよ　|　虽然得到忠告 但我还是一头扎进来了
EP7：なんだお前は　|　你是怎么回事
EP7：怪物専門の探偵　輪堂鴉夜だよ　|　我是专攻怪物的侦探 轮堂鸦夜
EP7：輪堂鴉夜　ばかな　だって　|　轮堂鸦夜 怎么可能 因为
EP7：あの時君はパリの新聞記者が私だと思い込んだ　|　那时你误以为巴黎的新闻记者是我
EP7：つまり普通の肉体を持った人間だと　|　以为我是有普通肉体的人类
EP7：だから私は津軽をけしかけ　わざと負けさせた　|　所以我让津轻故意输给你
EP7：道理で手応えがないと思った　|　难怪那拳没有手感
EP7：夕方　我々はフォッグ氏と面会し　|　傍晚 我们与福克先生见面
