EP01 IN
EP01：「眠りから目覚めたら」　|　「从睡梦中醒来」
EP07：なに日記って　|　什么日记啊
EP07：お母さんも槙生ちゃんも私に隠して　|　妈妈和小槙都瞒着我
EP07：ムカつく　|　好生气
EP07：ムカつく　|　好生气
EP07：ムカつく　|　好生气
EP07：ムカつく　|　好生气
EP07：ほら　もう遅れるよ　|　喂 要迟到了哦
EP07：はいはい　|　好好
EP07：何回も言わないの　|　说一遍就行了
EP07：はい　|　好
EP07：寝癖　|　头发都翘了
EP07：いってらっしゃい　|　路上小心
EP07：いってきます　|　我走啦
EP07：うちの弟なんかさ　|　我那个弟弟啊
EP07：他人のために尽くせないから結婚しないって　|　说什么没法对别人尽心所以不结婚
EP07：自己中　|　真自私
EP07：協調性ゼロ　|　合作力为零
EP07：うちの妹もそれかも　|　我妹妹好像也是
EP07：女の子で　|　女生也这样吗
EP07：そんなんじゃだめだって言うと椅子投げてきたりして　|　要是有人反对 她能朝对方扔椅子
EP07：弟じゃないよね　|　真不是弟弟吗
EP07：でも今になると妹のほうがうまくやったのかも　|　但现在想想 她好像比我做得好
EP07：自分勝手でも１人でばりばり働いて　|　虽然任性 但一个人干得风生水起
EP07：マジでうるさい　|　你真烦死人了
EP07：その調子で困るのはあんたじゃない　|　你现在这样 以后吃苦的是你自己
EP07：人の目が気になるだけでしょ　|　是你在乎周围人的目光吧
EP07：好きなものもやりたいことも　|　无论是喜欢的东西还是想做的事
EP07：主義も主張も探究心もなんにもない　|　甚至是原则 立场 好奇心 你一个都没有
EP07：あんたに自分の持ち物が何もないだけ　|　你完全没有属于自己的东西
EP07：自分の空虚を人に押しつけるな　|　别把自己的空虚强加给别人
EP07：子ども全然好きじゃなかったのに　|　明明根本不喜欢小孩
EP07：産んでみたらこれだって思っちゃってさ　|　但生下来却觉得这就是我想要的
EP07：子育てに向いてたってこと　|　意思是很适合养孩子吗
EP07：なんていうかなりたい自分に初めてなれたみたいな　|　怎么说呢 像是头一回成为理想中的自己
EP07：いつでもうまくやってきたそのつもりだった　|　我以为自己能永远尽善尽美
EP07：でも気付けば思ったようにいかなかったことばかり　|　但最后发现很多事都没能如意
EP07：人生全然思いどおりにならなかった　|　人生根本不会走你预先设想的路线
EP07：結婚はしたくない　|　我不想结婚
EP07：けど子どものことは精いっぱいやりたい　|　不过我会努力照顾孩子的
EP07：父親としてできるかぎり　|　尽一个父亲之所能
EP07：よろしくお願いします　|　请多关照
EP07：そう　うん　|　是吗 嗯
EP07：わかった　お願いね　|　我明白了 拜托你了
EP07：トラックに追突される事故が発生しました　|　发生一起卡车追尾事故
EP07：警察によりますと　車内にいた田汲はじめさんと高代実里さんが　|　据警方消息 车内乘员田汲初以及高代实里
EP07：病院に搬送されましたが　死亡　|　虽被送往医院但不治身亡
EP07：どうよ新婚は　|　新婚怎么样啊
EP07：全然もう戸籍が変わっただけ　|　没什么感觉 就是户籍变了而已
EP07：書類上の手続きよただの　|　走了个手续而已
EP07：それが大きいんでしょ　|　这很重要啦
EP07：実里は　|　实里呢
EP07：とうとう実里が最後だよ　|　只剩实里咯
EP07：意外だよね　|　真是没想到
EP07：つきあってる彼とはどうなったの　|　和你对象怎么样啦
EP07：実は今日みんなに報告しようと思って　|　其实我打算今天跟你们说的
EP07：そっか　|　这样啊
EP07：実里もようやく一人前か　|　实里也总算长大了呢
EP07：私はみんなと同じでずっと普通で　|　我跟大家一样一直这么普通
EP07：なんなら少し優秀で　|　或者稍微优秀一点
EP07：みんなと違うなんて変なことで　|　但却跟其他人不同 显得奇怪
EP07：ねえ　なんでこんなこともできないの　|　喂 为什么连这点小事都做不好呢
EP07：ねえ　なんで　|　为什么啊
EP07：妹よ　|　妹妹
EP07：あなたはどうやって　|　你是如何做到
EP07：人と違う自分に耐えて生きているのだろう　|　能够忍受这么与众不同的自己
EP07：「朝　あなたの名前は必ず来る」　|　「朝 你的名字包含着必定到来的」
EP07：「新しくて美しいものという意味を込めて一生けんめい考えました」　|　「崭新而又美好的事物 这是妈妈努力想出来的」
EP07：「あなたが誰からも愛されるよう心から願っていますし」　|　「我从心底盼望着你能被所有人喜爱」
EP07：「そのためにきっと何でもしてやろうと思います」　|　「为此我觉得自己能为你做任何事」
EP07：「あなたがどんな人になって何を選ぶのか」　|　「你将会成为什么样的人 会作出何种选择」
EP07：「今は何もわからないしずっと先もわからないかもしれません」　|　「或许现在一无所知 或许将来也不得而知」
EP07：「でもあなたがあなたを好きでいられる人であれば」　|　「但只要你能成为自己喜欢的样子」
EP07：「それで十分だと思います」　|　「我就满足了」
EP07：それは大きな穴をのぞき込むような作業で　|　这仿佛是一件凝视深渊的任务
EP07：その暗い穴の底には　|　在那深渊的尽头
EP07：「本当は母は私を愛していなかったのではないか」　|　「妈妈其实是不是并不爱我」
EP07：という怪物めいた恐怖が潜んでいたのだった　|　这种如怪物般的恐惧潜藏其中
EP07：「朝　お母さんはあなたのことが…」　|　「朝 你是妈妈的…」
EP07：わかんないじゃんこんなの　|　这样谁能懂啊
EP07：うそかもしんない　|　说不定是骗人的呢
EP07：わかんないじゃん　|　谁懂啊
EP07：なんだって書けるもん　|　反正什么都能写
EP07：わかんないじゃん　|　谁懂啊
EP07：わかんないじゃん　|　谁懂啊
EP07：#未写完
EP07：#香浓炖牛肉风味蛋包饭
EP07：#很离谱的人
EP07：#哦吼
EP07：#哦吼是什么意思啊
EP07：#在哪认识的
EP07：#小酒馆的熟人介绍的
EP07：#哪？鸟铁小酒馆？
EP07：#话说你这戒指好可爱
EP07：#是啊
EP07：#话说升田啊
EP07：#哦 你说今朝美啊
EP07：#什么
EP07：#她现在在干嘛呢
EP07：#在说什么 我不知道
EP07：#我都没上过脸书了
EP07：#感觉...
EP07：#话说笠町氏好像那个
EP07：#我们好像想一起去了
EP07：#别说他坏话啦
EP07：#我们还什么都没说呢
EP07：#反正肯定是坏话吧
EP07：#朝 这本日记是为了在你20岁时交给你而写的 你的名字包含着必定到来的崭新而又美好的事物 这是妈妈努力想出来的
EP07：#后背系带立领荷叶边比基尼泳衣 沙滩拖鞋 单肩比基尼泳衣 荷叶边肩连衣裙泳衣 露肩褶皱荷叶边泳衣 异域风设计拖鞋
EP07：#便当日记
EP07：#六月十五(周三) 因为活动没做饭当天说的。六月十六(周四) 里脊肉卷 水煮蛋 蒸菜 腌菜 腌萝卜比紫苏腌菜好。  六月十七(周五) 盐烤青花鱼 鸡肉松和樱花鱼松 煎鸡蛋 腌黄瓜 虽然信吾好像想瞒着 不过他应该喜欢吃樱花鱼松。六月二十(周一) 汉堡肉 通心粉沙拉 炒尖椒 煎鸡蛋 佐藤先生给的尖椒。六月二十一(周二) 春卷 煮羊栖菜 香肠 凉调扁豆 能吃羊栖菜了。六月二十二(周三) 肉丸子 那不勒斯意面 土豆沙拉 煎鸡蛋 因为说想吃手工肉丸子。
EP07：#最爱
EP07 OUT

EP08 IN
EP08：侵すものをおおかみは厳しく追い払います　|　狼会紧追入侵者
EP08：あれ　|　咦
EP08：朝　あなた私の部屋に　|　朝 你进了我房间
EP08：入るわけないか　|　应该也不会吧
EP08：ごめん　なんでもない　|　抱歉 没事
EP08：それは群れの数にも影響　|　这也会影响到族群的数量
EP08：おっかしいな　|　好奇怪啊
EP08：姉もさ日記を残してたの　|　我姐姐也留下了一本日记
EP08：日記　|　日记
EP08：悪いなと思いつつ残すべきか判断したくて　|　虽然不太好 但为了决定要不要保留下来
EP08：ちらっと中を見たんだけど　|　我稍微看了一点内容
EP08：朝宛てだった　|　那是写给朝的
EP08：「あなたが20才になったらあげようと思って書きはじめました」って　|　开头就是「这本日记是为了在你20岁时交给你而写的」
EP08：姉には二十歳になっても結局渡さないって選択肢もあったと思う　|　我觉得即使朝二十岁了 姐姐也不一定会把日记给她
EP08：あと５年も生きてたら　|　如果她还能再活五年
EP08：朝は今も母親に会いたがってる　|　朝至今为止还是很想念她的母亲
EP08：日記の中には母親は生きてるでしょ　|　母亲还活在这本日记里
EP08：今こそ読みたいときかもしれないし　|　她可能现在就想看
