EP01 IN
EP01：あすトろ…　|　外星…
EP07：私の好きな人は　私のことを思い出してくれるかな　|　我喜欢的人 会想起我吗
EP07：あの　|　那个
EP07：ジャン　|　锵
EP07：ラジオの番組で　メール読まれた人がもらえるステッカー　です　|　这是广播读到我的留言后寄来的贴纸
EP07：葵ちゃん　ラジオ聴くんだ　|　小葵还听广播啊
EP07：俺も昔　その番組好きで　よく聴いてたなあ　|　我以前也很喜欢这个节目 还经常听来着
EP07：そう　あのころを思い出して　|　没错 快想起那个时候
EP07：思い出して　思い出して　|　快想起来 快想起来
EP07：ミラさん？　|　米拉小姐？
EP07：はい　|　给你
EP07：ショーイン　|　松阴
EP07：ミラ　似合うよ　|　米拉 很适合你
EP07：アンドリア星人みたいだな　|　就像安德里亚星人一样
EP07：ホント　|　真的吗
EP07：似てるよ　|　可像了
EP07：宮坂さん　|　宫坂先生
EP07：やあ　君たちもデート　|　你们也在约会吗
EP07：「も」？　|　「也」？
EP07：えっと　楽しいお祭りですね　|　这个节日真有趣啊
EP07：これ食べました　すっごくおいし…　|　你有尝过这个吗 非常好吃…
EP07：あら　ヤダ　|　瞧瞧 这是谁
EP07：王子さまとお姫さまがいると思ったら　|　我还以为遇见王子和公主了
EP07：ミラちゃんとショーインさんじゃない　|　没想到是小米拉和松阴先生
EP07：ミラは本当にプリンセスだからね　|　米拉确实是货真价实的公主
EP07：ちょっと　ショーイン　|　松阴 别乱说
EP07：ヤダ　どっから見てもお似合いね　|　真是 不管怎么看都很般配
EP07：ねっねっねっ　宮坂くん　|　你说对吧 宫坂
EP07：そう思わない　ねっ　|　你不觉得吗
EP07：お似合いよね　この２人　そう思うでしょう　|　他们两个 很般配对吧
EP07：ええ…　|　是吧…
EP07：そう思うんだ　|　他这么觉得啊
EP07：ショーインさんは　若いころのうちの旦那にそっくりだし　|　松阴先生和我家那位年轻时候一模一样
EP07：ミラちゃんは　若いころの私にそっくりだわ　|　小米拉也和我年轻时候长得很像
EP07：ヤダ　|　真是怀念
EP07：あら　かわいい　|　好漂亮的女孩
EP07：もしかして　宮坂くんの彼女　|　难道是宫坂君的女朋友
EP07：あらあら　かわいい　お似合い　|　郎才女貌 真般配啊
EP07：ねっねっねっねっ　|　对吧对吧
EP07：ミラちゃん　２人とってもお似合いよね　|　小米拉 这两人也很般配吧
EP07：ええ…　|　是…
EP07：お似合いなのかよ　|　她觉得般配吗
EP07：あら　ヤダ　|　又有发现
EP07：向こうで詰め放題やってる　|　那边有蟋蟀自助
EP07：嵐のような人だな　|　真是像风暴过境一样
EP07：せーの　テルルルルーン　|　一 二 Terurururun
EP07：てるるるるーん　|　Terurururun
EP07：この曲　|　这首歌
EP07：テルルンルーン　|　Terurunrun
EP07：どこかで聴いたことある　|　好像在哪听过
EP07：てるるんるーん　|　Terurunrun
EP07：テルルルルーン　|　Terurururun
EP07：てるるるるーん　|　Terurururun
EP07：テルルンルーン　|　Terurunrun
EP07：てるるんるーん　|　Terurunrun
EP07：みんなのテルルン　|　大家的Terurun
EP07：みんなのてるるん　|　大家的Terurun
EP07：キュートがデカ盛り　てんこ盛り　|　活泼可爱 满溢出来 溢出屏幕
EP07：目覚めて気づけば　|　一觉醒来忽然发觉
EP07：今日　ライブだったんだ　|　今天还有演唱会啊
EP07：体がギュッと　|　身体像被紧紧束缚
EP07：松原さん　|　松原小姐
EP07：あすトろ荘の人　|　是外星庄的住户吗
EP07：ストレートじゃないの　|　无法直白地
EP07：素直になれないの　|　坦率地面对你
EP07：ボッコボコボコ　可愛さ100マンパワー　|　用这百万马力的可爱 揍得你体无完肤
EP07：かーくーごーしーてー　|　做好心理准备吧
EP07：鉄拳食らって　|　看我的铁拳
EP07：せーの　ぴゅあぴゅあラブリー右フック　|　一 二 纯洁无瑕又可爱 看我右勾拳
EP07：ぴゅあぴゅあラブリー右フック　|　纯洁无瑕又可爱 看我右勾拳
EP07：乙女心は複雑なのよ　|　少女心可是很难猜的
EP07：せーの　ぴゅあぴゅあラブリー右フック　|　一 二 纯洁无瑕又可爱 看我右勾拳
EP07：ぴゅあぴゅあラブリー右フック　|　纯洁无瑕又可爱 看我右勾拳
EP07：私のキモチを　受け止めて　|　接受我的情感
EP07：右フック　|　看我右勾拳
EP07：右フック　|　右勾拳
EP07：右右右右右フック　|　看我右勾右勾右勾拳
EP07：右　右　|　右 右
EP07：右　左　|　右 左
EP07：右右右右右フックからのストレート　|　看我右勾右勾右勾拳 突然变直拳
EP07：ボッコボコ　ボッコボコ　|　一拳两拳 一拳两拳
EP07：ボコボコボコボコ　ボッコボコ　|　打得你鼻青脸肿
EP07：ボッコボコ　ボッコボコ　|　一拳两拳 一拳两拳
EP07：ボコボコボコボコ　ボッコボコ　|　弄得你遍体鳞伤
EP07：テルルン　|　Terurun
EP07：家の中で見るのと　全然違いますね　|　和在家里听完全不同
EP07：やっぱりライブはいいなあ　|　果然还是演唱会更有感觉
EP07：ライブっていうんですか　|　这种叫做演唱会吗
EP07：初めから見ればよかった　|　要是能从头开始听就好了
EP07：今度　松原さんに聞いて　|　下次去和松原小姐说说
EP07：一度　ちゃんと見に行きたいですね　|　让我们好好看一场
EP07：行きたい行きたい　行きたい行きたい　|　想去想去 好想去听
EP07：ミラ　|　米拉
EP07：僕たちの任務を忘れたの　|　你忘记我们的任务了吗
EP07：そうだった　|　对了 还有任务
EP07：任務？　|　任务？
EP07：よい子のみんな　集まれ　|　乖孩子们 到这里集合
EP07：はーい　|　来了
EP07：いよいよ　こん虫まつりのメインイベント　|　终于迎来了本次昆虫节的主要活动
EP07：ワンコハチノコ大会が　始まるテルルン　|　碗子蜂蛹大会开始了 Terurun
EP07：ワンコハチノコ？　|　碗子蜂蛹？
EP07：さっきの…　|　刚才那个…
EP07：参加するムシムシ　|　来参加吧 虫虫
EP07：何する大会なんですか　|　这是什么活动
EP07：制限時間内に　たくさんハチノコを食べた人を競うみたいですよ　|　好像是在一定时间内比谁吃蜂蛹吃得更多
EP07：そのハチノコというのを食べるんですか　|　是要吃那个叫蜂蛹的东西吗
EP07：ですね　|　是这样
EP07：優勝するとこちらの　豪華賞品ももらえるテルルン　|　胜者能够获得这里的豪华大奖 Terurun
EP07：参加者は　食べる人とお椀にハチノコを入れる人のペアで　参加してほしいんだテルルン　|　参赛者两人一组 一人负责吃 另一人负责装碗 Terurun
EP07：親子でも　友達でも　恋人同士でも　今日会ったばかりの他人同士でも　|　您可以和自己的孩子 朋友 恋人 甚至素不相识的人
EP07：仲良くワンコハチノコで　テルルンルン　|　来一起参加碗子蜂蛹大会 Terurunrun
EP07：出るわよ　|　我要报名
EP07：私　出る　|　我要参加
EP07：ミラ　おなかすいてる？　|　米拉 你还没吃饱？
EP07：さっき　大盛りコオロギカレー・ミールワームセット食べてたじゃないか　|　刚刚不才吃完大份的蟋蟀咖喱和面包虫套餐吗
EP07：でも　正吉さんがあれは　太助さんの鍵だって言ってたし　|　但是 正吉先生说那是太助先生的钥匙
EP07：鍵？　|　钥匙？
EP07：そういえば　ミボー人のミラさんたちは　|　说起来 米拉她们一行米博人
EP07：鍵を捜しに地球に来たんだっけ　|　来地球就是找钥匙的
EP07：あれがそうなのか　|　就是那个吗
EP07：ハチノコって　同級生だったケプラー星人にそっくりじゃないか　|　蜂蛹这东西 你不觉得和班里的凯博拉星人很像吗
EP07：そうかな　|　是吗
EP07：そうだよ　同級生を食べるなんてムリだ　|　就是啊 对着同班同学我下不去口
EP07：俺が出ます　|　我参加
EP07：ミラさん　あの鍵が欲しいんですよね　|　米拉小姐 你想要那把钥匙吧
EP07：俺が優勝してみせます　|　那我就赢下它
EP07：宮坂さん　|　宫坂先生
EP07：じゃ　私　ワンコになります　|　那么 就由我来当碗子
EP07：はい？　|　什么？
EP07：ワンコハチノコって　お椀に入れる人がワンコで　食べる人がハチノコなんじゃ　|　碗子蜂蛹大会 不是装碗的人叫碗子 吃的人叫蜂蛹吗
EP07：違うと思いますけど　一緒に出ますか　|　我想不是这个意思 要一起参加吗
EP07：はい　|　要
EP07：一緒に頑張らせてください　|　我们一起加油吧
EP07：はーい　みんな　|　大家好
EP07：準備は　いいテルルン　|　准备好了吗 Terurun
EP07：イエイ　|　好了
EP07：やるぜ　ベイベー　|　上啊 baby
EP07：勝つわよ　|　我赢定咯
EP07：お椀の中には　同じ量のハチノコが用意されテルルンルン　|　每个碗里都装有等量的蜂蛹 Terurunrun
EP07：ムッシ　ムッシ　ムッシ　ムッシ　|　虫子 虫子 虫子 虫子
EP07：それじゃ　いくよ　|　要开始了哦
