EP01 IN
EP01：フリーダ　|　弗里达
EP07：ディーノ　こいつら…　|　迪诺 这些人…
EP07：どうやら　全員がイニシアチブを掌握されているようだな　|　看来他们都被掌握主动权了
EP07：こいつらは操られているだけだ　殺すな　|　他们只是被操控了 别杀他们
EP07：分かってる　|　我知道
EP07：ダリ　ここは任せろ　|　达利 这里交给我们
EP07：頼んだぞ　|　拜托了
EP07：こんなにすぐ会えるなんてね　|　没想到这么快就能再见
EP07：第２ラウンドってところね　|　这是第二回合
EP07：油を吹き出すと同時に火打ち石で着火する　|　喷出油的同时用打火石点燃
EP07：あまり上品じゃないけど　食らったら全身焼け焦げよ　|　虽然不优雅 但被击中的话全身都会烧焦
EP07：あたしのこれがあれば　十分なんだから　|　我有我的拳头就足够了
EP07：さあ　楽しみましょ　|　来吧 让我们享受吧
EP07：あんたも愛してあげる　|　我也来好好疼爱你
EP07：お前たちが道を開けておいてくれたおかげで助かった　|　多亏你们帮我开了路
EP07：礼を言うぞ　|　向你们致谢
EP07：よくもやってくれたわね　|　竟然跑了
EP07：ダリ・デリコ　めちゃくちゃのめちゃくちゃに愛してやるわ　|　达利·德里科 我要狠狠地疼爱你
EP07：年寄りのくせになかなかやるな　あんた　|　明明是个老头 还真有两下子
EP07：これでも昔は豪腕鳴らしたものでね　|　别看我这样 我以前可厉害得出名
EP07：手間取らせやがって　|　浪费这么多时间
EP07：お父様　|　父亲
EP07：よう　お前たち　迎えに来たぞ　|　我来接你们了
EP07：殺さずにいるというのが　厄介だな　|　不能杀掉真是棘手
EP07：ここは思い切って殺すか　|　这里干脆就杀了吧
EP07：ダメだって　相手はイニシアチブで操られているだけの血盟警察なんだから　|　不行 他们只是受主动权操控的血盟警察
EP07：ケイト？　|　凯特？
EP07：加勢する　|　我来支援
EP07：こう見えて　少々パンクラチオンをたしなんでおりましてね　|　别小看我 我可会一点古希腊式搏击
EP07：ダリ卿は　|　达利卿呢
EP07：子供たちのところに　|　他在孩子们那里
EP07：ここは私たちで食い止める　|　我们来挡住他们
EP07：あなたたちはダリ卿を追いなさい　|　你们去找达利卿
EP07：ではそうさせてもらおう　|　那么 就这样做吧
EP07：頼んだぞ　|　拜托了
EP07：さすが　俺が選んだだけある　優秀だね　|　不愧是我选择的人 真是优秀
EP07：さっさと行け　|　快点去吧
EP07：足手まといになるなよ　|　不要拖后腿
EP07：善処いたしましょう　|　我会妥善处理的
EP07：では　ひと仕事しますか　|　那么 开始干活吧
EP07：さっさと仕留めろよ　|　快点干掉他
EP07：死ね　|　去死
EP07：やめろ　|　快住手
EP07：お父様を離せ　|　放开我父亲
EP07：この悪者め　|　你这个坏人
EP07：くそガキが　|　臭小孩
EP07：どけ　|　滚开
EP07：ラファエロ　|　拉斐尔
EP07：誰にも邪魔はさせん　|　谁都别想阻止我
EP07：TRUMPに復讐を果たすまでは　|　我一定要向TRUMP复仇
EP07：復讐だと？　|　复仇？
EP07：なんだ　気でもふれたか　|　怎么了 失去理智了吗
EP07：くせえ　くせえな　|　好臭 好臭啊
EP07：ドブネズミの匂いがぷんぷんしやがる　|　你浑身散发着沟鼠的气味
EP07：お前　ダンピールか　|　你是半吸血鬼吗
EP07：すまんな　まだ死ぬわけにはいかないんだ　|　抱歉啊 我还不能死
EP07：おのれ　|　你这混蛋
EP07：もう　普通に移動しましょうよ　|　拜托 我们正常移动吧
EP07：こっちの方が手っ取り早いのよ　|　这样更快啊
EP07：さて　ダリ・デリコ　|　那么 达利·德里科
EP07：これでもうあんたに勝ち目はねえぞ　|　这样你已经没有胜算了
EP07：何事もやってみなくてはわからん　|　不试试怎么知道
EP07：そうかしら　|　是吗
EP07：それ　|　看招
EP07：埋まりな　|　埋了你
EP07：そろそろフィナーレね　|　差不多到尾声了
EP07：鼻が曲がっちゃったらどうすんのよ　|　鼻子要是歪了怎么办啊
EP07：あの仮面は　|　那个面具男
EP07：ここだよ　|　在这里
EP07：取ったぞ　|　我得手了
EP07：ダリ・デリコ　|　达利·德里科
EP07：浅かったな　|　刺得太浅了
EP07：あら　かなりも負けず嫌いみたいね　|　看来相当不认输啊
EP07：心臓をえぐり出せば　減らず口も叩けなくなる　|　把心脏给他挖出来 嘴就硬不起来了
EP07：そいつはいい考えだ　|　这是个好主意
EP07：ダリ　|　达利
EP07：ダリちゃん　立てるか　|　小达利 能站起来吗
EP07：余興が過ぎたようだ　|　余兴好像有点过了
EP07：今お前たちとやりあうのは　俺たちの計画にはない　|　现在和你们对打不在我们的计划内
EP07：早く手当てしてあげないと　そこのダリちゃんが出血多量で死んじゃうわよ　|　不快点处理伤口 那位小达利可要出血过多死掉了哦
EP07：やめろ　離せ　|　住手 放开我
EP07：離せ　この悪党め　|　放开我 你个坏人
EP07：お父様　|　父亲大人
EP07：ちょっと　何すんのよ　|　你在做什么
EP07：離せよ　|　放开我
EP07：離してよ　|　放开
EP07：子供たちをどうするつもりだ　|　你们要对孩子做什么
EP07：なに　計画に少し協力してもらうだけだ　|　不过是让他们稍微协助一下我们的计划
EP07：殺しはしない　|　不会杀死他们的
EP07：今すぐにはな　|　起码现在不会
EP07：行かせると思うか　|　你以为会放你们走吗
EP07：また会おうぜ　誇り高き貴族諸君　|　下次再见 高贵的贵族们
EP07：おのれ　|　可恶
EP07：テオドール　|　西奥多
EP07：おうぞ　|　我们追
EP07：無理だよ　ダリちゃん　そんな体じゃ　|　不行 小达利 你受伤了
EP07：俺が子供たちを巻き込んだんだ　|　是我把孩子们卷进来了
EP07：俺がナーサリーなどと言い出さなければ　こんなことには　|　要是我没提出托儿所的事 就不会这样
EP07：状況を冷静に判断したまえ　|　冷静地判断情况
EP07：もし貴兄に　ダリ・デリコに何かあれば　|　如果你 达利·德里科出了什么事
EP07：誰が子供たちを守るというのかね　|　又由谁来保护孩子们呢
EP07：起きてしまったことを悔いてもいたしかたない　|　事已至此 后悔也没用
EP07：状況で打てる最善手は何か　頭を切り替えるべきだ　|　现在应该想办法制定最合适的对策
EP07：同感にございます　|　我同意
EP07：ウル　|　乌尔
EP07：泣き声？　|　哭声？
EP07：この部屋のどこかにいる　|　他还在房间某处
EP07：よお　ウル　|　哟 乌尔
EP07：元気そうで何よりだ　|　你没事真是太好了
EP07：どうだった　|　怎么样
EP07：連中にイニシアチブを掌握されていた隊員たちは皆　病院に収容された　|　被那群人掌握主动权的队员全都安置到医院了
EP07：抗イニシアチブ処置を施されはしたが…　|　也进行了抗主动权处理 但是…
EP07：一度発生したイニシアチブを消すことはできない　|　主动权一旦被夺走就无法取回
EP07：やむを得んが　全員身柄を拘束させている　|　没有办法 目前所有人都被监禁了
EP07：しかし　あれだけの人数を噛むなんてね　|　话说回来 居然能咬那么多人
EP07：奴らの狙いは　TRUMPの居場所を突き止めることだ　|　他们目的是找到TRUMP的所在之处
EP07：だが　ヴラド機関に属する者は皆　外部に情報を漏らさぬよう　|　但是 为了不让情报泄露 弗拉德机关所属全员
EP07：ヨハネス卿のイニシアチブによる誓願がかけられている　|　都在约翰尼斯卿主动权之下被施加了誓言
EP07：だから　ヴラド機関トップであるヨハネス卿を狙ったというわけか　|　所以才找上弗拉德机关第一号人物约翰尼斯卿吗
EP07：子供たちをさらったのは　|　那为何掳走孩子们呢
EP07：ヨハネス卿から情報を引き出すための人質　といったところか　|　恐怕是要作为人质 威胁约翰尼斯卿透露情报吧
EP07：ヨハネス卿が一緒なのは　不幸中の幸いだ　|　约翰尼斯卿和孩子们在一起 是不幸中的万幸
EP07：あの切れ者で知られるヨハネス卿なら　簡単に敵の思うようにはさせないはず　|　约翰尼斯卿英明显赫 肯定不会任敌人摆布
EP07：どうだろうな　|　谁知道呢
EP07：ダリちゃん　|　小达利
EP07：ヨハネス卿はヴラド一族だ　|　约翰尼斯卿属于弗拉德一族
EP07：あの一族は代々　TRUMPを守護するためにこの世にあり続けている　|　这个家族就是为了守护TRUMP而代代存续的
EP07：TRUMPを守ることは　吸血種全体を守ることに他ならない　|　保护TRUMP就是保护全体吸血种
EP07：種の存続と子供たちを天秤にかけたとき　|　当种族存续和孩子们放到天枰上比较
EP07：ヨハネス卿がどちらを選ぶかなど明白か　|　约翰尼斯卿的选择或许很明朗了
EP07：俺たちもヴラド機関の一員である以上　それを選ばなくちゃならない　|　既然我们身为弗拉德机关的一员 就不得不这样选择
EP07：エンリケ　お前…　|　恩里克 你…
EP07：でも　やっぱり無理だよね　|　但还是做不到啊
EP07：だって俺たち親だもん　|　毕竟我们是父母
EP07：種の存続と子供の命だったら　俺はルチアとエレーナを選ぶ　|　种族存续和孩子性命 我会选露西娅和埃琳娜
EP07：貴兄の考えを責めるつもりはない　|　我不想责备你的选择
EP07：そうなる前に子供たちを取り返せば済む話だ　|　只要在那之前把孩子们救回来就行了
EP07：せめて　ヨハネス卿が時間を稼いでくれればいいんだがな　|　希望约翰尼斯卿至少给我们争取点时间
